######################## application A - intensity 1 #######################
cache miss: 0,1,2,3,4,5,6,8,8,9,10,10,10,9,8,6,5,5,5,6,7,9,10,10,10,9,8,6,5,5,5,6,7,9,10,10,10,9,8,6,5,5,5,6,7,9,10,10,10,9,8,6,5,5,5,6,7,9,10,10,10,9,8,6,5,5,5,6,7,9,10,10,10,9,7,6,5,5,5,6,7,9,10,10,10,9,8,6,5,5,5,6,7,9,10,10,10,9,7,6
mem bw: 17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,17,17

######################## application A - intensity 5 #######################
core cpu usage: 100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
cache miss: 0,1,2,4,5,7,8,10,10,11,12,13,12,11,10,8,7,7,7,8,10,11,12,13,12,11,10,8,7,7,7,8,9,11,12,13,12,11,10,8,7,7,7,8,9,11,12,13,12,11,10,8,7,7,7,8,9,11,12,13,12,11,10,8,7,7,7,8,9,11,12,13,12,11,9,8,7,7,7,8,9,11,12,13,12,11,10,8,7,7,7,8,9,11,12,13,12,11,9,8
mem bw: 20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20

######################## application B - intensity 1 #######################
core cpu usage: 7,2,2,7,4,3,3,3,7,2,7,7,6,2,6,5,2,2,2,3,3,6,6,2,6,3,7,7,7,6,5,3,5,6,4,2,3,7,5,4,4,3,3,4,2,2,5,2,4,4,6,4,2,7,5,6,2,5,2,6,4,7,6,4,6,3,7,2,2,7,3,4,2,3,2,5,4,5,7,4,3,4,4,3,7,4,7,7,7,2,6,7,3,6,7,3,3,5,5,4
cache miss: 25,22,12,26,15,6,12,6,15,17,13,7,11,23,15,11,25,20,17,25,19,9,13,9,12,22,22,13,23,18,23,17,16,12,9,21,20,7,6,8,9,25,10,26,18,24,7,17,17,24,19,21,13,22,5,26,8,26,22,13,25,15,8,14,18,10,19,5,13,21,10,21,8,25,14,25,21,24,11,9,16,10,22,21,5,24,15,20,5,8,16,14,12,6,12,23,7,7,20,7
mem bw: 34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0,34,34,34,34,34,34,34,34,34,34,34,34,34,34,0,0,0,0,0,0

######################## application B - intensity 2 #######################
core cpu usage: 4,4,9,4,6,8,5,5,6,8,7,9,9,3,5,5,3,7,2,5,5,2,3,2,5,3,2,7,3,5,6,9,5,4,9,5,9,8,5,3,3,8,7,8,8,9,2,3,2,8,7,3,5,5,5,9,4,8,4,6,9,5,3,9,3,2,2,3,5,4,8,9,9,5,8,2,4,8,2,8,6,9,6,8,9,4,5,6,5,2,2,7,2,2,9,4,2,3,4,3
cache miss: 24,7,26,32,12,17,8,23,12,23,24,6,24,7,18,26,23,23,21,15,13,11,26,27,15,12,13,17,9,26,25,14,19,15,29,7,5,19,24,23,8,7,22,11,21,13,9,16,7,12,16,14,10,19,31,22,27,14,24,30,25,21,5,26,31,22,14,26,8,9,13,8,8,28,22,9,13,14,24,11,27,15,11,26,25,32,13,21,20,13,32,6,7,25,18,31,13,6,5,15
mem bw: 48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0,48,48,48,48,48,48,48,48,48,48,48,48,48,48,0,0,0,0,0,0

######################## application B - intensity 3 #######################
core cpu usage: 4,6,4,9,10,8,10,2,3,3,4,10,2,7,11,10,4,8,4,2,6,7,2,7,5,5,3,7,10,8,11,4,5,4,4,8,2,4,7,8,5,6,4,3,8,2,9,5,5,9,7,6,5,5,2,5,8,7,6,3,6,7,10,8,10,7,2,3,6,4,11,6,2,3,11,8,7,7,8,11,10,3,8,11,5,6,2,8,2,10,10,5,7,8,3,7,11,7,3,6
cache miss: 37,24,31,25,30,23,13,17,31,29,16,24,30,5,24,23,18,32,25,34,33,33,18,37,35,15,10,23,37,26,10,20,24,19,17,14,6,7,20,35,9,34,31,17,29,36,30,20,14,5,11,32,19,16,38,34,8,20,12,34,13,34,38,25,33,37,32,33,15,35,33,21,20,22,38,36,20,22,33,9,23,20,22,26,25,10,13,14,19,29,14,18,9,31,31,26,34,31,8,18
mem bw: 62,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0,0,0,0,0,0

######################## application B - intensity 4 #######################
core cpu usage: 8,8,11,13,2,11,8,9,2,7,6,8,8,10,13,13,10,11,5,9,5,6,8,9,2,8,7,12,12,8,13,4,9,4,11,10,2,8,11,11,12,2,3,12,8,4,9,4,2,6,8,7,5,9,7,7,8,6,8,6,3,9,2,13,10,2,7,5,12,3,12,2,2,5,5,2,11,4,5,4,9,12,3,11,5,9,13,6,7,4,11,11,13,13,3,4,6,3,11,2
cache miss: 24,41,29,30,17,9,42,20,11,24,43,12,41,7,27,39,32,28,9,37,26,5,31,36,11,32,28,34,14,32,16,38,22,44,39,35,34,32,42,22,25,20,10,22,33,20,34,41,44,29,26,6,36,25,16,36,18,27,21,26,22,43,22,40,5,38,17,10,20,31,36,40,20,35,36,33,6,10,23,19,30,20,24,42,28,35,40,38,27,32,40,26,27,34,22,24,21,19,12,17
mem bw: 76,76,76,76,76,76,76,76,76,76,76,76,76,76,0,0,0,0,0,0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0,0,0,0,0,0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0,0,0,0,0,0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0,0,0,0,0,0,76,76,76,76,76,76,76,76,76,76,76,76,76,76,0,0,0,0,0,0

######################## application B - intensity 5 #######################
core cpu usage: 7,3,13,10,14,13,4,5,5,13,9,6,13,11,14,10,11,6,3,15,5,6,5,7,4,6,2,13,10,4,6,2,2,10,6,13,4,12,15,14,9,3,15,2,11,6,9,9,9,7,4,2,6,15,9,3,15,3,8,9,3,11,12,12,2,4,4,14,11,6,3,5,3,10,14,8,11,11,14,11,5,14,10,8,9,9,6,15,11,8,6,11,11,2,11,13,3,14,5,12
cache miss: 18,21,47,10,15,20,16,40,9,15,5,31,33,49,43,35,23,7,19,23,50,23,49,34,9,48,19,21,45,42,47,17,32,12,39,19,46,14,22,14,9,8,15,24,43,41,23,33,12,34,49,24,49,30,22,37,39,36,33,10,43,7,32,25,43,21,6,10,19,48,41,42,6,48,22,41,7,16,35,38,46,33,22,16,42,32,45,36,10,35,27,31,26,25,47,11,15,26,31,49
mem bw: 90,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0,90,90,90,90,90,90,90,90,90,90,90,90,90,90,0,0,0,0,0,0

######################## application C - intensity 1 #######################
core cpu usage: 0,3,7,11,15,19,22,26,30,34,38,34,30,26,22,19,15,11,7,3,0,3,7,11,15,19,22,26,30,34,38,34,30,26,22,19,15,11,7,3,0,3,7,11,15,19,22,26,30,34,38,34,30,26,22,19,15,11,7,3,0,3,7,11,15,19,22,26,30,34,38,34,30,26,22,19,15,11,7,3,0,3,7,11,15,19,22,26,30,34,38,34,30,26,22,19,15,11,7,3
cache miss: 0,4,8,12,16,20,24,28,35,32,34,36,28,35,29,33,32,33,29,34,36,28,36,35,34,28,31,36,33,37,35,35,28,31,32,36,30,32,35,35,29,28,37,31,30,32,36,28,36,34,29,31,29,35,29,30,35,32,36,32,34,35,35,31,35,36,30,34,31,37,36,30,29,32,34,33,36,32,28,32,32,37,37,35,30,35,36,35,33,33,36,36,34,35,33,31,31,37,34,31
mem bw: 5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5

######################## application C - intensity 2 #######################
core cpu usage: 0,4,9,13,18,23,27,32,36,41,46,41,36,32,27,23,18,13,9,4,0,4,9,13,18,23,27,32,36,41,46,41,36,32,27,23,18,13,9,4,0,4,9,13,18,23,27,32,36,41,46,41,36,32,27,23,18,13,9,4,0,4,9,13,18,23,27,32,36,41,46,41,36,32,27,23,18,13,9,4,0,4,9,13,18,23,27,32,36,41,46,41,36,32,27,23,18,13,9,4
cache miss: 0,4,9,13,18,22,27,31,37,31,35,38,36,36,41,40,32,38,31,32,38,39,35,32,37,32,38,37,30,32,37,40,32,31,38,34,35,40,36,40,31,35,41,39,36,35,40,38,39,31,40,31,34,40,41,35,34,31,37,32,40,32,37,33,35,30,31,35,31,35,36,36,37,32,34,38,37,39,41,33,33,33,31,40,36,40,41,34,38,39,32,34,37,40,34,37,34,41,30,37
mem bw: 7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7

######################## application C - intensity 3 #######################
core cpu usage: 0,5,10,16,21,27,32,37,43,48,54,48,43,37,32,27,21,16,10,5,0,5,10,16,21,27,32,37,43,48,54,48,43,37,32,27,21,16,10,5,0,5,10,16,21,27,32,37,43,48,54,48,43,37,32,27,21,16,10,5,0,5,10,16,21,27,32,37,43,48,54,48,43,37,32,27,21,16,10,5,0,5,10,16,21,27,32,37,43,48,54,48,43,37,32,27,21,16,10,5
cache miss: 0,4,9,14,19,24,29,34,37,43,41,35,34,40,38,42,37,43,39,44,37,40,37,36,39,40,34,36,39,42,38,42,37,44,37,33,43,39,37,33,42,43,44,33,42,44,40,37,36,42,38,36,43,36,42,37,43,44,43,43,35,43,34,43,43,33,37,40,33,42,38,44,35,34,37,38,44,39,35,36,35,41,38,41,41,37,35,37,40,37,44,38,34,40,34,35,36,43,44,43
mem bw: 10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10

######################## application C - intensity 4 #######################
core cpu usage: 0,6,12,18,24,31,37,43,49,55,62,55,49,43,37,31,24,18,12,6,0,6,12,18,24,31,37,43,49,55,62,55,49,43,37,31,24,18,12,6,0,6,12,18,24,31,37,43,49,55,62,55,49,43,37,31,24,18,12,6,0,6,12,18,24,31,37,43,49,55,62,55,49,43,37,31,24,18,12,6,0,6,12,18,24,31,37,43,49,55,62,55,49,43,37,31,24,18,12,6
cache miss: 0,5,10,15,21,26,31,36,41,48,44,41,36,48,41,35,39,44,37,42,41,46,47,46,39,44,41,45,41,37,46,39,43,35,45,44,40,45,39,45,36,45,42,46,40,45,42,37,37,36,36,40,43,37,37,39,44,37,41,42,41,46,47,46,44,42,44,47,47,37,42,45,37,43,45,42,39,36,46,41,38,42,42,39,41,37,46,41,44,45,41,36,41,39,38,37,42,36,46,38
mem bw: 12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12

######################## application C - intensity 5 #######################
core cpu usage: 0,7,14,21,28,35,42,49,56,63,70,63,56,49,42,35,28,21,14,7,0,7,14,21,28,35,42,49,56,63,70,63,56,49,42,35,28,21,14,7,0,7,14,21,28,35,42,49,56,63,70,63,56,49,42,35,28,21,14,7,0,7,14,21,28,35,42,49,56,63,70,63,56,49,42,35,28,21,14,7,0,7,14,21,28,35,42,49,56,63,70,63,56,49,42,35,28,21,14,7
cache miss: 0,5,11,16,22,28,33,39,48,48,47,38,38,50,43,41,40,50,47,41,39,51,50,46,41,47,41,51,51,41,43,50,40,50,47,38,42,51,40,40,46,42,50,40,39,48,51,38,40,38,43,50,50,41,47,43,38,40,42,38,40,49,44,46,39,49,39,45,45,50,43,46,47,39,45,46,41,47,38,49,50,51,48,46,42,45,48,38,38,45,51,44,44,48,39,45,49,45,39,39
mem bw: 15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15

######################## application D - intensity 1 #######################
core cpu usage: 22,31,16,14,16,20,31,32,30,29,34,22,24,31,28,21,26,28,31,25,15,37,34,15,39,32,32,40,36,29,35,39,18,25,26,40,19,25,22,38,26,24,25,35,15,22,25,22,33,20,23,42,16,33,41,27,14,14,38,14,14,25,15,35,35,23,37,16,29,13,30,42,29,29,22,33,15,25,23,39,33,42,36,25,39,41,35,13,42,21,31,21,23,15,30,28,18,16,33,27
cache miss: 0,0,1,2,3,4,5,6,7,8,9,8,7,6,5,4,3,2,1,0,18,17,16,15,14,13,12,11,10,9,9,8,7,6,5,4,3,2,1,0,18,17,16,15,14,13,12,11,10,9,9,8,7,6,5,4,3,2,1,0,18,17,16,15,14,13,12,11,10,9,9,8,7,6,5,4,3,2,1,0,18,17,16,15,14,13,12,11,10,9,9,8,7,6,5,4,3,2,1,0
mem bw: 21,14,19,17,18,16,18,15,0,4,5,0,21,21,16,18,18,23,15,16,0,1,2,1,15,22,15,23,14,15,23,20,3,4,4,3,23,22,23,23,22,18,23,18,1,3,0,3,20,23,17,17,22,13,18,21,0,2,3,3,13,13,18,17,14,23,14,22,4,4,3,3,22,21,13,20,22,23,16,18,4,3,4,1,13,20,14,18,14,21,23,15,0,1,5,3,20,21,21,22

######################## application D - intensity 2 #######################
core cpu usage: 24,37,37,32,38,40,35,52,17,54,35,18,35,20,49,38,32,30,52,23,35,19,51,23,36,33,39,22,52,19,33,49,38,35,22,47,19,41,46,37,15,37,33,25,27,35,45,26,28,22,23,18,32,20,46,48,47,16,35,53,22,52,38,23,24,25,53,24,42,16,40,37,29,42,53,32,42,28,48,29,33,44,26,37,50,42,43,32,38,46,47,40,24,26,52,22,30,17,44,37
cache miss: 1,0,3,4,4,6,6,8,10,11,14,10,10,8,6,6,5,2,2,0,26,25,23,21,20,18,18,15,14,14,12,12,11,9,6,5,4,3,2,2,25,25,23,22,21,18,17,15,15,13,12,12,11,10,8,6,4,3,1,1,25,23,22,22,21,20,18,15,14,14,14,12,9,10,8,7,4,4,1,1,26,23,24,22,19,20,18,15,16,15,12,12,10,8,8,7,6,4,3,0
mem bw: 27,28,21,31,27,26,25,21,2,0,2,1,31,31,22,30,26,23,21,26,4,2,5,1,31,28,28,31,23,23,22,28,0,2,1,0,24,21,26,25,29,27,29,28,2,0,5,1,25,26,21,31,26,25,22,26,3,3,5,3,27,26,23,28,28,26,29,25,0,5,3,0,27,30,23,29,25,26,22,22,2,5,2,2,28,30,27,23,28,26,28,21,5,2,4,3,25,31,21,22

######################## application D - intensity 3 #######################
core cpu usage: 58,56,41,39,48,63,59,26,17,25,54,59,66,44,18,24,20,31,65,57,39,39,40,52,18,54,25,59,44,39,39,44,64,20,52,24,49,39,41,36,57,33,31,23,17,63,27,47,49,40,51,23,32,65,32,61,44,29,55,34,60,47,28,23,24,20,44,27,61,44,21,59,36,58,38,61,20,51,50,34,35,26,61,61,60,56,27,66,39,48,30,23,28,66,24,31,66,47,17,39
cache miss: 1,2,3,5,7,7,11,10,12,15,17,16,14,11,11,8,6,6,2,0,34,33,29,28,27,26,24,22,19,19,18,16,12,10,10,9,5,4,4,0,34,31,29,28,28,24,23,23,20,17,17,14,14,12,10,7,7,5,4,2,33,33,31,27,28,26,22,21,21,19,18,16,13,12,9,7,5,4,4,2,34,33,29,29,27,26,24,21,20,19,18,15,14,11,10,7,7,5,3,1
mem bw: 30,29,31,36,35,36,36,32,2,4,1,2,34,34,35,31,34,37,37,30,2,1,3,0,33,36,32,31,30,29,33,35,4,3,1,1,34,38,34,32,31,36,37,36,3,2,3,0,30,35,37,36,32,32,38,34,0,0,2,3,38,39,39,36,33,37,29,30,3,1,2,5,34,35,34,29,35,29,38,37,1,2,4,2,30,35,37,36,37,33,38,39,4,0,1,0,35,34,34,37

######################## application D - intensity 4 #######################
core cpu usage: 78,41,66,27,30,56,50,43,50,20,20,20,26,63,39,69,48,51,47,27,56,75,50,26,38,77,57,38,28,43,57,65,71,37,55,39,50,71,50,52,49,63,54,37,48,70,19,41,39,61,25,44,55,37,68,75,64,73,62,58,19,56,48,34,59,68,67,55,54,32,64,21,55,48,28,51,58,64,57,67,71,42,27,70,61,33,20,54,78,62,25,30,19,46,38,44,27,44,62,31
cache miss: 1,4,6,7,6,9,14,13,18,18,22,20,17,14,11,11,10,6,6,2,42,41,38,34,32,31,31,27,24,23,21,17,17,14,13,10,10,6,4,0,44,41,38,36,33,30,29,25,25,21,21,19,16,15,11,9,10,6,6,2,41,37,39,37,32,30,27,29,24,22,19,16,17,14,13,8,7,4,6,1,43,40,38,34,33,31,29,25,23,25,20,20,14,13,13,9,6,7,5,1
mem bw: 41,37,37,41,46,46,38,42,2,3,5,4,45,44,39,45,44,41,40,38,2,1,5,3,47,41,39,37,42,41,46,47,1,1,4,5,43,43,45,42,38,43,47,38,1,1,3,2,40,37,41,43,40,44,41,42,2,4,5,4,37,41,47,42,40,37,47,38,3,2,1,3,47,45,41,38,47,41,42,46,1,1,1,3,39,44,46,42,43,45,44,45,5,1,1,5,46,38,45,44

######################## application D - intensity 5 #######################
core cpu usage: 87,66,29,34,27,90,84,45,88,39,41,61,86,76,34,46,82,31,85,77,27,78,36,85,73,78,27,79,59,22,70,52,20,47,29,25,74,64,28,89,27,28,80,24,56,72,43,37,73,67,68,77,68,68,30,89,37,64,35,42,88,70,87,36,48,20,22,58,79,89,74,88,68,49,51,78,64,39,55,44,34,24,73,22,50,46,28,32,24,77,26,51,25,71,76,49,89,47,27,37
cache miss: 2,2,4,9,10,14,17,17,19,22,24,24,19,18,15,12,8,9,7,1,51,49,46,40,40,38,37,32,31,28,24,22,21,16,17,13,9,6,5,1,51,45,47,43,41,39,37,31,31,26,25,21,20,15,16,12,8,9,4,0,50,48,47,44,38,35,34,34,32,26,26,21,20,17,13,11,9,5,6,1,52,46,46,41,42,37,35,33,31,29,25,22,20,17,17,13,11,5,6,2
mem bw: 48,50,50,51,45,54,48,47,0,2,4,4,54,51,49,47,48,50,48,51,4,1,3,4,55,55,50,49,52,55,52,52,1,5,2,1,47,53,52,47,53,55,45,53,0,0,5,0,45,51,47,55,48,46,47,45,1,4,3,2,45,54,55,55,54,52,55,52,0,0,4,4,51,45,45,53,49,53,49,45,4,5,5,3,47,46,46,53,47,48,48,54,4,2,2,2,51,46,50,51

######################## application E - intensity 1 #######################
core cpu usage: 8,4,4,5,2,1,2,7,7,7,8,1,1,3,2,8,7,6,2,1,4,4,8,5,1,2,5,1,3,6,1,4,3,7,2,5,3,4,7,6,7,3,2,6,1,2,7,4,2,6,7,6,1,5,8,8,4,6,7,7,3,7,2,5,4,2,2,5,3,7,3,7,6,6,2,2,1,5,8,6,5,2,3,2,3,7,8,7,2,1,2,6,2,6,7,1,5,7,7,2
cache miss: 2,2,0,2,2,0,2,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,2,2,1,2,2,0,1,0,0,1,0,1,1,2,1,1,1,1,1,2,2,0,1,1,2,2,0,1,1,0,1,1,1,2,2,2,1,2,0,1,1,1,1,1,0,2,0,2,2,0,2,2,0,2,1,2,0,1,1,2,0,1,2,1,0,2,1,0,1,2,0,2,1,1
mem bw: 3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3

######################## application E - intensity 2 #######################
core cpu usage: 2,8,10,8,10,7,9,9,7,9,1,6,9,10,11,2,2,4,11,11,6,3,11,10,1,10,11,11,11,7,6,7,2,1,2,5,4,9,9,9,10,10,4,8,6,7,8,11,10,9,3,6,1,8,2,5,7,2,2,3,6,5,6,8,4,9,8,6,8,2,8,8,6,2,5,1,2,1,6,11,2,11,3,4,9,3,9,3,6,9,7,8,4,7,11,3,3,11,11,7
cache miss: 1,0,2,2,0,1,2,1,1,0,2,0,0,1,2,0,2,0,2,0,1,1,0,1,0,1,2,1,2,2,1,2,1,2,1,2,0,1,1,1,2,0,2,2,1,2,2,0,2,0,1,0,0,1,0,0,1,2,0,2,1,1,2,0,2,1,1,0,1,2,2,2,2,0,2,0,1,1,0,0,1,1,2,0,1,0,1,0,0,1,2,2,2,1,1,2,1,1,2,1
